活跃度,点赞数,互粉数,出生日期,品牌名,地理位置,checkinCity,checkinGPS,城市级别,评论数,发表日期,搜索引擎,属性,维度,特征情感对,特征词,情感值,正负面,文章类型,粉丝数级别,关注数,性别,id,总互动量,是否主贴,搜索关键词,分词,keywords_nickname,keywords_title,爱好,微博唯一标识,用户名,nickname_seg,包含图片,原文地址,用户标注情感,价格标签,产品ID,产品名,省份,阅读数,具体城市,粉丝数,微博转发层级,转发数,原微博ID,retweetedNickname,retweetedPid,原微博内容,retweetedUid,情感,店名,抓取来源,微博数,特殊结构,标签,任务ID,发布终端,内容,title_seg,标题,踩数,用户标志,是否为水军,认证类型,人工情感值判断
,,,,peiling-亨氏,,,,,,2016/6/1 0:28,,,,,,,,,,,,1464712080124京东商城|619e81503f3d58db0c86c8b019928e08fff1154d4b6035a9d34013329fb5086970475506,0,1,亨氏 肉泥,难吃,,heinz|胡萝卜|鳕鱼|113,,1464712080124京东商城|619e81503f3d58db0c86c8b019928e08fff1154d4b6035a9d34013329fb50869,,,,http://club.jd.com/review/956631-0-1-0.html,,NONE,5506,婴儿辅食-亨氏-泥类,,,,,,,,,,,,-1,亨氏自营旗舰店,京东商城,,,未打标签,7047,,好难吃,亨氏 (Heinz) 胡萝卜鳕鱼泥113g,亨氏 (Heinz) 胡萝卜鳕鱼泥113g,,,,,-1
,,,,peiling-亨氏,,,,,,2016/6/1 0:33,,,,,,,,,,,,1464712380124京东商城|882f80615723564e4cc68a359d29a318cbebbe22ec43de08da4a37696d188d4770475527,0,1,亨氏 面条,包装|缓冲|材料|偷懒|包装材料,,heinz|营养|南瓜|面条|252,,1464712380124京东商城|882f80615723564e4cc68a359d29a318cbebbe22ec43de08da4a37696d188d47,,,,http://club.jd.com/review/249075-0-1-0.html,,NONE,5527,婴儿辅食-亨氏-面类,,,,,,,,,,,,-1,亨氏自营旗舰店,京东商城,,,未打标签,7047,,包装里没有放缓冲材料！是偷懒吗？还是缺包装材料了？,亨氏 (Heinz) 优加营养南瓜面条 252g,亨氏 (Heinz) 优加营养南瓜面条 252g,,,,,-1
,,,,peiling-亨氏,,,,,,2016/6/1 0:34,,包装,渠道,包装-不满意,包装,负面,不满意,,,,,1464712440124京东商城|2c95736a7f820c29525ad3f9391712d966bb595c1bc3dfb7eb5e4c378380193570475527,0,1,亨氏 面条,总体|满意|包装|不满意|面条|满意,,heinz|金装智|营养|面条|84,,1464712440124京东商城|2c95736a7f820c29525ad3f9391712d966bb595c1bc3dfb7eb5e4c3783801935,,,,http://club.jd.com/review/2031467-0-1-0.html,,NONE,5527,婴儿辅食-亨氏-面类,,,,,,,,,,,,1,,京东商城,,,未打标签,7047,,总体满意，包装不满意，面条本身满意。,亨氏 (Heinz) 金装智多多骨汤营养面条84g,亨氏 (Heinz) 金装智多多骨汤营养面条84g,,,,,-1
,,,,peiling-亨氏,,,,,,2016/6/1 0:34,,包装,渠道,包装-变形,包装,负面,变形,,,,,1464712440124京东商城|355bc2653d1a13d0596b2e1336113751d980ecf0821c14fe79d03351de0be71670475527,0,1,亨氏 面条,包装|变形|满意,,heinz|营养|南瓜|面条|252,,1464712440124京东商城|355bc2653d1a13d0596b2e1336113751d980ecf0821c14fe79d03351de0be716,,,,http://club.jd.com/review/249075-0-1-0.html,,NONE,5527,婴儿辅食-亨氏-面类,,,,,,,,,,,,1,亨氏自营旗舰店,京东商城,,,未打标签,7047,,除了包装被压变形，其他都挺满意。,亨氏 (Heinz) 优加营养南瓜面条 252g,亨氏 (Heinz) 优加营养南瓜面条 252g,,,,,-1
,,,,peiling-亨氏,,,,,,2016/6/1 0:37,,,,,,,,,,,,1464712636124天猫商城|b40dfe7f6e9478fba2a87ad8468506d81a62f19d54fc832ccd826a71ba22249d70475516,0,0,喜宝 果泥,不好吃,,香港|直邮|hipp|喜宝|有机|苹果|蓝莓|石榴|吸吸|乐果泥|6月|宝宝辅食,,1464712636124天猫商城|b40dfe7f6e9478fba2a87ad8468506d81a62f19d54fc832ccd826a71ba22249d,,,,http://detail.tmall.com/item.htm?id=528568446124,,NONE,5516,婴儿辅食-喜宝-泥类,,,,,,,,,,,,-1,ACIT海外专营店,天猫商城,,type$|,未打标签,7047,,真不好吃，而且好贵，哎,【香港直邮】Hipp喜宝有机苹果蓝莓石榴吸吸乐果泥 6月上宝宝辅食,【香港直邮】Hipp喜宝有机苹果蓝莓石榴吸吸乐果泥 6月上宝宝辅食,,,,,-1
,,,,peiling-亨氏,,,,,,2016/6/1 0:48,,,,,,,,,,,,1464713280124淘宝网|b0d95eb4fb09bf5be7ad88c4685ca4beffc986071c9bd47cf569c8fb1ee431af70475520,0,0,英吉利 米粉,快递|暴力,,英吉利|米粉|婴儿|米粉|dha|鱼肉|蔬菜|宝宝辅食|营养|3段|450|罐装,,1464713280124淘宝网|b0d95eb4fb09bf5be7ad88c4685ca4beffc986071c9bd47cf569c8fb1ee431af,,,,http://item.taobao.com/item.htm?id=41104916084,,NONE,5520,婴儿辅食-英吉利-米粉,,,,,,,,,,,,-1,liting200772,淘宝网,,,未打标签,7047,,瘪罐，快递暴力,英吉利小米粉婴儿米粉DHA鱼肉蔬菜宝宝辅食营养3段450g罐装米糊,英吉利小米粉婴儿米粉DHA鱼肉蔬菜宝宝辅食营养3段450g罐装米糊,,,,,-1
,,,,peiling-亨氏,,,,,,2016/6/1 0:48,,,,,,,,,,,,1464713280124京东商城|6bad064026564b09dd34b7743c5cfba059d1f8e7abf54c7c151cbec1a24f0e0e70475516,0,1,喜宝 果泥,服务|真的|不敢恭维|不在家|签收|现在|楼下|朋友|2个|电话|看见|我的|送货|先生|你可以|给我|一个|电话|告诉|准备,,喜宝|hipp|苹果|4个|宝宝|125|德国进口,,1464713280124京东商城|6bad064026564b09dd34b7743c5cfba059d1f8e7abf54c7c151cbec1a24f0e0e,,,,http://club.jd.com/review/2275969-0-1-0.html,,NONE,5516,婴儿辅食-喜宝-泥类,,,,,,,,,,,,-1,,京东商城,,,未打标签,7047,,服务真的不敢恭维，本人不在家，货就已经签收，现在问楼下朋友打2个电话了都说没有看见过我的货，送货的先生你可以给我打一个电话吗，告诉货已经到了不可以吗？没有货你就准备赔吧。,喜宝HIPP 免敏苹果泥 4个月以上宝宝 125g 德国进口,喜宝HIPP 免敏苹果泥 4个月以上宝宝 125g 德国进口,,,,,-1
,,,,peiling-亨氏,,,,,,2016/6/1 0:48,,,,,,,,,,,,1464713332124天猫商城|cc6cfdddfd56354a2b4689b588d19acefcac532d0545301c757288fe5209194070475506,0,0,亨氏 果泥,上面|东西|可惜,,乐维滋|婴儿|水果|果汁|宝宝辅食|燕麦|果汁|12袋|新品|日期,,1464713332124天猫商城|cc6cfdddfd56354a2b4689b588d19acefcac532d0545301c757288fe52091940,,,,http://detail.tmall.com/item.htm?id=527262450914,,NONE,5506,婴儿辅食-亨氏-泥类,,,,,,,,,,,,-1,友淘母婴专营店,天猫商城,,type$|,未打标签,7047,,我看上面说送东西的，可惜啥都没送,亨氏 乐维滋婴儿水果泥果汁宝宝辅食燕麦果汁泥12袋 新品新日期,亨氏 乐维滋婴儿水果泥果汁宝宝辅食燕麦果汁泥12袋 新品新日期,,,,,-1
,,,,peiling-亨氏,,,,,,2016/6/1 1:19,,适应性,产品,宝宝-不爱吃,宝宝,负面,不爱吃,,,,,1464715140124京东商城|675d564cc9e4a27d7c4e80eae06afad3f6dd819a303c365d37c83126ddf2802070475527,0,1,亨氏 面条,宝宝|爱吃,,heinz|金装智|猪肝|红枣|营养|面条|336,,1464715140124京东商城|675d564cc9e4a27d7c4e80eae06afad3f6dd819a303c365d37c83126ddf28020,,,,http://club.jd.com/review/591585-0-1-0.html,,NONE,5527,婴儿辅食-亨氏-面类,,,,,,,,,,,,0,亨氏自营旗舰店,京东商城,,,未打标签,7047,,宝宝不爱吃！,亨氏 (Heinz) 金装智多多猪肝红枣营养面条 336g,亨氏 (Heinz) 金装智多多猪肝红枣营养面条 336g,,,,,-1
,,,,peiling-亨氏,,,,,,2016/6/1 1:25,,,,,,,,,,,,1464715500124京东商城|eb3ee5346ff491ac392ec244a463061b8951c82882dcc0dea4b8e2d2015ad42770475505,0,1,亨氏 磨牙棒,儿子|几口|丢掉|调皮|不合|适用,,heinz|蔬菜|磨牙棒|2段|36个|适用|64,,1464715500124京东商城|eb3ee5346ff491ac392ec244a463061b8951c82882dcc0dea4b8e2d2015ad427,,,,http://club.jd.com/review/249037-0-1-0.html,,NONE,5505,婴儿辅食-亨氏-磨牙棒,,,,,,,,,,,,-1,亨氏自营旗舰店,京东商城,,,未打标签,7047,,被儿子没咬几口就丢掉了，太调皮了，，不合适用啊,亨氏 (Heinz) 蔬菜磨牙棒 2段 (6-36个月适用) 64g,亨氏 (Heinz) 蔬菜磨牙棒 2段 (6-36个月适用) 64g,,,,,-1
,,,,peiling-亨氏,,,,,,2016/6/1 1:38,,货源|回头率|比价,渠道|品牌|价格感知,[hidden]-是正品|[hidden]-一直|[hidden]-划算,[hidden]|[hidden]|[hidden],正面|正面|正面,是正品|一直|划算,,,,,1464716280124京东商城|0dcdd8afee1559e4e972e687efe25f1dcc43804f005a826c6adfdd7e2a41112770475516,0,1,喜宝 果泥,相信|正品|一直|不错|大特惠|划算|日期|稍微,,喜宝|hipp|有机|西梅梨|4个|宝宝|190|德国进口,,1464716280124京东商城|0dcdd8afee1559e4e972e687efe25f1dcc43804f005a826c6adfdd7e2a411127,,,,http://club.jd.com/review/1945812-0-1-0.html,,CHEAP,5516,婴儿辅食-喜宝-泥类,,,,,,,,,,,,1,,京东商城,,,未打标签,7047,,相信是正品，一直吃得不错，大特惠买的很划算，就是日期稍微近了点,喜宝HIPP 有机西梅梨果泥 4个月以上宝宝 190g 德国进口,喜宝HIPP 有机西梅梨果泥 4个月以上宝宝 190g 德国进口,,,,,-1
,,,,peiling-亨氏,,,,,,2016/6/1 1:44,,,,,,,,,,,,1464716661124天猫商城|c3783978abb6db42dbf78ccf8ebec3fd90f44c7adc10d0ab39d66f751a2085a170475505,0,0,亨氏 磨牙棒,现实,,heinz|磨牙棒|宝宝|牛奶|谷物|磨牙棒|辅食|婴儿|磨牙|饼干|零食|64,,1464716661124天猫商城|c3783978abb6db42dbf78ccf8ebec3fd90f44c7adc10d0ab39d66f751a2085a1,,,,http://detail.tmall.com/item.htm?id=21313312650,,NONE,5505,婴儿辅食-亨氏-磨牙棒,,,,,,,,,,,,-1,友淘母婴专营店,天猫商城,,type$|,未打标签,7047,,比现实店贵了，还是一般,Heinz/亨氏磨牙棒 宝宝牛奶谷物磨牙棒辅食婴儿磨牙饼干零食64g,Heinz/亨氏磨牙棒 宝宝牛奶谷物磨牙棒辅食婴儿磨牙饼干零食64g,,,,,-1
,,,,peiling-亨氏,,,,,,2016/6/1 3:06,,,,,,,,,,,,1464721560124淘宝网|dc717130f8a13270f73076296871a951eaf0b20851f5522a46652cb4dd74aff070475506,0,0,亨氏 果泥,生产|贵点,,乐维滋|果汁|婴儿辅食|宝宝|零食|口味|24袋,,1464721560124淘宝网|dc717130f8a13270f73076296871a951eaf0b20851f5522a46652cb4dd74aff0,,,,http://item.taobao.com/item.htm?id=523276122168,,NONE,5506,婴儿辅食-亨氏-泥类,,,,,,,,,,,,0,奶妈母婴商城,淘宝网,,,未打标签,7047,,买就买新生产的！贵点也好,亨氏乐维滋果汁泥 亨氏果泥婴儿辅食宝宝零食菜泥果泥8口味24袋,亨氏乐维滋果汁泥 亨氏果泥婴儿辅食宝宝零食菜泥果泥8口味24袋,,,,,-1
,,,,peiling-亨氏,,,,,,2016/6/1 3:31,,,,,,,,,,,,1464723115124天猫商城|a74bc65200543a107b0b7b288dc9bd174f9d1ec03ce9c2cbe64146abb7b5b99770475506,0,0,亨氏 果泥,,,天猫|超市|heinz|乐维滋|苹果|草莓|果汁|120|宝宝辅食,,1464723115124天猫商城|a74bc65200543a107b0b7b288dc9bd174f9d1ec03ce9c2cbe64146abb7b5b997,,,,http://detail.tmall.com/item.htm?id=19262112552,,NONE,5506,婴儿辅食-亨氏-泥类,,,,,,,,,,,,-1,天猫超市,天猫商城,,type$|,未打标签,7047,,没吃,【天猫超市】Heinz/亨氏果泥乐维滋苹果草莓果汁泥120g宝宝辅食泥,【天猫超市】Heinz/亨氏果泥乐维滋苹果草莓果汁泥120g宝宝辅食泥,,,,,-1
,,,,peiling-亨氏,,,,,,2016/6/1 4:15,,适应性|适应性,产品|产品,宝宝-喜欢|[hidden]-上火,宝宝|[hidden],正面|负面,喜欢|上火,,,,,1464725734124一号店|920bc1c0378fd194ca646eeb0395e0220c723c9a215fc4db4674910aeca65ed170475505,0,0,亨氏 磨牙棒,宝宝|喜欢|口水|磨牙棒|容易|上火,,heinz|蔬菜|磨牙棒|64|24个,,1464725734124一号店|920bc1c0378fd194ca646eeb0395e0220c723c9a215fc4db4674910aeca65ed1,,,,http://club.yhd.com/review/10586367.html,,NONE,5505,婴儿辅食-亨氏-磨牙棒,,,,,,,,,,,,1,1号店自营,一号店,,,未打标签,7047,,宝宝喜欢咬 口水多 磨牙棒都化掉了 吃多了容易上火,Heinz/亨氏 蔬菜磨牙棒64g/盒（6-24个月） X 2,Heinz/亨氏 蔬菜磨牙棒64g/盒（6-24个月） X 2,,,,,-1
,,,,peiling-亨氏,,,,,,2016/6/1 5:50,,回头率,品牌,[hidden]-囤货,[hidden],正面,囤货,,,,,1464731400124京东商城|dc1de92422744498a925a9598c6c6400deca6632bf349c5d8df011320afc061270475512,0,1,嘉宝 米粉,囤货|一段|米粉|宝宝|爱吃|保质期,,嘉宝|gerber|婴幼儿|辅食|香蕉|燕麦|婴儿|米粉|辅食|二段|6个|227|美国进口,,1464731400124京东商城|dc1de92422744498a925a9598c6c6400deca6632bf349c5d8df011320afc0612,,,,http://club.jd.com/review/2004196-0-1-0.html,,NONE,5512,婴儿辅食-嘉宝-米粉,,,,,,,,,,,,1,,京东商城,,,未打标签,7047,,囤货的，不过一段的米粉宝宝爱吃，就是保质期有点短,嘉宝GERBER 婴幼儿辅食 香蕉燕麦婴儿米粉米糊辅食 二段 6个月以上 227g 美国进口,嘉宝GERBER 婴幼儿辅食 香蕉燕麦婴儿米粉米糊辅食 二段 6个月以上 227g 美国进口,,,,,-1
,,,,peiling-亨氏,,,,,,2016/6/1 6:05,,,,,,,,,,,,1464732314124微信搜索|76fbd06ea558e69f307da8310de6b2aeb381840cf517cdd56167d5c24d62d6d670475504,0,1,亨氏 米粉,近期|浙江省|药监局|全省|开展|专项|清查|此前|抽检|发现|严重|超标|米粉|中国|官网|发布|产品召回|公告|公司|4个|批次|名为|ad|高蛋白|营养米粉|产品|进行|召回|消费者|致歉|超标|原因|相关|负责人|昨日|表示|公司|进行|百次|排查|初步|得出|结论|脱脂|豆粉|原料|供货商|维修|机器|污染,母婴|亲子频道,1岁|超标|米粉|供货商|维修|机器|污染,,1464732314124微信搜索|76fbd06ea558e69f307da8310de6b2aeb381840cf517cdd56167d5c24d62d6d6,母婴亲子频道,母婴亲子频道,,http://mp.weixin.qq.com/s?__biz=MzAwMzc2ODM2OQ==&mid=2650182681&idx=4&sn=8bd83e1f60df0a8cfc2b63cc0d081660#rd,,,5504,婴儿辅食-亨氏-米粉,,,,,,,,,,,,1,,微信搜索,,wxAuthor$爱魔方|desc$母婴亲子资讯，国内最全面，为准妈妈和妈妈们提供怀孕，为0~7岁宝宝的父母提供护理，营养及早教专业知识平台，感谢您的关注!|wxid$mamabody|,未打标签,7047,,　　近期浙江省食药监局在全省开展专项清查在此前抽检中发现严重铅超标的的亨氏米粉，亨氏中国也在官网发布产品召回公告称公司已经对4个批次名为“AD钙高蛋白营养米粉”的产品进行召回，并向消费者致歉。对于铅超标的原因，亨氏相关负责人昨日表示，公司进行上百次排查后初步得出的结论是脱脂豆粉的原料疑因供货商维修机器被污染。 　　亨氏中国公司在8月15日发公告称，公司已经对4个批次名为“AD钙高蛋白营养米粉”的产品进行召回，并向消费者致歉。亨氏相关负责人昨天对记者表示，杭州执法部门发现这批次产品铅超标是在7月15日，在历时一个月的时间后，召回工作大部分已经完成。 　　亨氏方面表示：“公司内部调查发现，仅用于生产该产品的某一批脱脂豆粉的小部分原料中，铅指标存在波动。目前公司已经召回批号为20140413的AD钙高蛋白营养米粉同时还召回了与该批次产品所用同批脱脂豆粉原料的另外3个批次产品。” 　　“供应商这段时间有机器维修记录，更换了零件，我们怀疑在这个过程中原料受到了污染。”亨氏相关负责人对记者表示，由于不合格产品的铅含量有高有低，在进行上百次的排查后公司认为原料疑因供货商维修机器被污染，而不是生产过程出了问题。不过亨氏并不愿意公开原料供应商的名单。 　　昨天在电商网站看到，包括乐友孕婴童的一些商户暂停AD钙高蛋白营养米粉的销售，而一些商户则特意标注其出售的AD钙高蛋白营养米粉是2014年5月至7月的货物，以示和问题产品区隔。而在各大商超卖场，亨氏婴幼儿米粉依然占据规模可观的货架。 　　业内人士指出，安全问题是食品企业最大的软肋，铅超标事件让亨氏再度遭遇消费者的信任危机，亨氏婴幼儿配方米粉市场的霸主地位也将受到一定的挑战。 资讯来源:妈妈网-疾病与用药 点击下方“阅读原文”查看更多，点击分享到“ 朋友圈 ” ↓↓↓,【0~1岁】亨氏铅超标米粉 称供货商维修机器污染,【0~1岁】亨氏铅超标米粉 称供货商维修机器污染,,,,,-1
,,,,peiling-亨氏,,,,,,2016/6/1 6:13,,口感|回头率,产品|品牌,味道-很淡|[hidden]-再来,味道|[hidden],负面|正面,很淡|再来,,,,,1464732794124天猫商城|a0947e729e0a4c7e2aec926b82117507bac2f85a314fd6ec4b4c1460fb678fb370475515,0,0,喜宝 米粉,很淡|很淡|味道|像是|家里|馒头|味道|宝贝|爱吃|活动|再来|原价,,德国|hipp|喜宝|辅食|有机|小米|米粉|250|1段|4个,,1464732794124天猫商城|a0947e729e0a4c7e2aec926b82117507bac2f85a314fd6ec4b4c1460fb678fb3,,,,http://detail.tmall.com/item.htm?id=44196938491,,EXPENSIVE,5515,婴儿辅食-喜宝-米粉,,,,,,,,,,,,1,superde海外专营店,天猫商城,,type$|,未打标签,7047,,很淡很淡的味道，闻着像是家里蒸馒头的味道。然而宝贝爱吃！有活动再来，原价贵了点。,德国hipp喜宝辅食 有机小米免敏米粉250g 1段米糊 4个月以上 4+,德国hipp喜宝辅食 有机小米免敏米粉250g 1段米糊 4个月以上 4+,,,,,-1
,,,,peiling-亨氏,,,,,,2016/6/1 6:21,,,,,,,,,,,,1464733260124京东商城|4b853d1c67bf65a9b5c2a680c8224b8d59ae51f182e45bcf9e122a5a7263f83470475526,0,1,英氏 磨牙棒,过分|一盒|总共|8个|饼干|有空|饼干,,英氏|婴儿|营养|磨牙棒|2盒|南瓜|胡萝卜|160|宝宝|磨牙|饼干|宝宝|零食|婴儿|饼干,,1464733260124京东商城|4b853d1c67bf65a9b5c2a680c8224b8d59ae51f182e45bcf9e122a5a7263f834,,,,http://club.jd.com/review/1218950224-0-1-0.html,,NONE,5526,婴儿辅食-英氏-磨牙棒,,,,,,,,,,,,1,英氏官方旗舰店,京东商城,,,未打标签,7047,,过分了啊，一盒总共才8个饼干，居然还有空饼干袋。,英氏 婴儿营养磨牙棒2盒组（南瓜+胡萝卜） 共160g 宝宝磨牙饼干 宝宝零食 婴儿饼干,英氏 婴儿营养磨牙棒2盒组（南瓜+胡萝卜） 共160g 宝宝磨牙饼干 宝宝零食 婴儿饼干,,,,,-1
,,,,peiling-亨氏,,,,,,2016/6/1 6:28,,口感,产品,口味-好,口味,正面,好,,,,,1464733680124京东商城|a4635000c22662391f3f1f52b6e9f388bcdef5d6720049553828f25994bc781970475527,0,1,亨氏 面条,这种|口味|更好|一些|感觉|京东,,heinz|金装智|猪肝|红枣|营养|面条|336,,1464733680124京东商城|a4635000c22662391f3f1f52b6e9f388bcdef5d6720049553828f25994bc7819,,,,http://club.jd.com/review/591585-0-1-0.html,,EXPENSIVE,5527,婴儿辅食-亨氏-面类,,,,,,,,,,,,0,亨氏自营旗舰店,京东商城,,,未打标签,7047,,这种口味要更好一些，但是感觉京东卖的贵，,亨氏 (Heinz) 金装智多多猪肝红枣营养面条 336g,亨氏 (Heinz) 金装智多多猪肝红枣营养面条 336g,,,,,-1
,,,,peiling-亨氏,,,,,,2016/6/1 6:28,,,,,,,,,,,,1464733680124京东商城|95e5b520f6f63b4f4e7ae33787152810af550978e459482e051344313d6f052870475506,0,1,亨氏 果泥,宝宝|辅食|以后|很甜|不知道|有没有|添加,,heinz|婴幼儿营养|清新|田园|套装|78|3袋,,1464733680124京东商城|95e5b520f6f63b4f4e7ae33787152810af550978e459482e051344313d6f0528,,,,http://club.jd.com/review/788151-0-1-0.html,,NONE,5506,婴儿辅食-亨氏-泥类,,,,,,,,,,,,1,亨氏自营旗舰店,京东商城,,,未打标签,7047,,宝宝开始吃辅食以后就再吃，很甜，不知道有没有别的添加,亨氏 (Heinz) 婴幼儿营养果泥清新田园套装78g*3袋,亨氏 (Heinz) 婴幼儿营养果泥清新田园套装78g*3袋,,,,,-1
,,,,peiling-亨氏,,,,,,2016/6/1 6:28,,,,,,,,,,,,1464733680124京东商城|95e5b520f6f63b4f4e7ae33787152810af550978e459482e051344313d6f052870475527,0,1,亨氏 面条,宝宝|辅食|以后|很甜|不知道|有没有|添加,,heinz|金装智|猪肝|红枣|营养|面条|336,,1464733680124京东商城|95e5b520f6f63b4f4e7ae33787152810af550978e459482e051344313d6f0528,,,,http://club.jd.com/review/591585-0-1-0.html,,NONE,5527,婴儿辅食-亨氏-面类,,,,,,,,,,,,1,亨氏自营旗舰店,京东商城,,,未打标签,7047,,宝宝开始吃辅食以后就再吃，很甜，不知道有没有别的添加,亨氏 (Heinz) 金装智多多猪肝红枣营养面条 336g,亨氏 (Heinz) 金装智多多猪肝红枣营养面条 336g,,,,,-1
,,,,peiling-亨氏,,,,,,2016/6/1 6:55,,适应性|质量,产品|产品,宝宝-很喜欢|[hidden]-新鲜,宝宝|[hidden],正面|正面,很喜欢|新鲜,,,,,1464735300124淘宝网|801bd8f9af2ad220b3df9a74caeb65286e4463630ab1ddae4b6182551ff0b98f70475506,0,0,亨氏 果泥,之前|现在|全部|涨价|宝宝|喜欢|日期|新鲜,,乐维滋|果汁|婴儿辅食|宝宝|零食|口味|24袋,,1464735300124淘宝网|801bd8f9af2ad220b3df9a74caeb65286e4463630ab1ddae4b6182551ff0b98f,,,,http://item.taobao.com/item.htm?id=523276122168,,EXPENSIVE,5506,婴儿辅食-亨氏-泥类,,,,,,,,,,,,1,奶妈母婴商城,淘宝网,,,未打标签,7047,,比之前买的贵了，现在全部涨价了，宝宝很喜欢喝，日期很新鲜,亨氏乐维滋果汁泥 亨氏果泥婴儿辅食宝宝零食菜泥果泥8口味24袋,亨氏乐维滋果汁泥 亨氏果泥婴儿辅食宝宝零食菜泥果泥8口味24袋,,,,,-1
,,,,peiling-亨氏,,,,,,2016/6/1 6:58,,,,,,,,,,,,1464735483124天猫商城|19d87c96baf5d7225aea7bd0a20ea2b0af7b3e22988dd12dcd35d3c92e8366ce70475505,0,0,亨氏 磨牙棒,东西|坏了,,heinz|磨牙棒|宝宝|牛奶|谷物|磨牙棒|辅食|婴儿|磨牙|饼干|零食|64,,1464735483124天猫商城|19d87c96baf5d7225aea7bd0a20ea2b0af7b3e22988dd12dcd35d3c92e8366ce,,,,http://detail.tmall.com/item.htm?id=21313312650,,NONE,5505,婴儿辅食-亨氏-磨牙棒,,,,,,,,,,,,-1,友淘母婴专营店,天猫商城,,type$|,未打标签,7047,,东西全都摔坏了,Heinz/亨氏磨牙棒 宝宝牛奶谷物磨牙棒辅食婴儿磨牙饼干零食64g,Heinz/亨氏磨牙棒 宝宝牛奶谷物磨牙棒辅食婴儿磨牙饼干零食64g,,,,,-1
,,,,peiling-亨氏,,,,,,2016/6/1 6:59,,,,,,,,,,,,1464735547124天猫商城|e36d34b270bd651f1130abc7ad6712f04af316c8425f1e8c0778a4c8194034e170475504,0,0,亨氏 米粉,包装|以为|小袋|小袋,,天猫|超市|heinz|米粉|婴儿|原味|营养米粉|400|辅食,,1464735547124天猫商城|e36d34b270bd651f1130abc7ad6712f04af316c8425f1e8c0778a4c8194034e1,,,,http://detail.tmall.com/item.htm?id=12364474109,,NONE,5504,婴儿辅食-亨氏-米粉,,,,,,,,,,,,-1,天猫超市,天猫商城,,type$|,未打标签,7047,,是一包装的，我还以为是一小袋一小袋的，有点甜,【天猫超市】Heinz/亨氏米粉婴儿原味营养米粉 [1段] 400g辅食,【天猫超市】Heinz/亨氏米粉婴儿原味营养米粉 [1段] 400g辅食,,,,,-1
,,,,peiling-亨氏,,,,,,2016/6/1 7:06,,适应性|适应性|适应性,产品|产品|产品,宝宝-有点过敏|宝宝-喜欢|[hidden]-过敏,宝宝|宝宝|[hidden],负面|正面|负面,有点过敏|喜欢|过敏,,,,,1464735996124天猫商城|2632655ae2aa4b9084166e13405d5e3c2e214d3945da013e1c7dc7a4c4d5136b70475527,0,0,亨氏 面条,面条|压坏|原以为|两盒|胡萝卜|鸡蛋|我家|宝宝|鸡蛋|过敏|随便|两盒|鸡蛋|总体|宝宝|喜欢吃,,heinz|面条|婴儿|营养|面条|252|5盒|宝宝辅食|配方,,1464735996124天猫商城|2632655ae2aa4b9084166e13405d5e3c2e214d3945da013e1c7dc7a4c4d5136b,,,,http://detail.tmall.com/item.htm?id=40626753428,,NONE,5527,婴儿辅食-亨氏-面类,,,,,,,,,,,,-1,友淘母婴专营店,天猫商城,,type$|,未打标签,7047,,面条有点压坏，原以为有两盒胡萝卜味，没有鸡蛋味，我家宝宝对鸡蛋有点过敏，谁知随便发的，其中有两盒鸡蛋味的，总体宝宝还喜欢吃,Heinz/亨氏面条 婴儿优加营养面条252g*5盒 宝宝辅食面 无盐配方,Heinz/亨氏面条 婴儿优加营养面条252g*5盒 宝宝辅食面 无盐配方,,,,,-1
,,,,peiling-亨氏,,,,,,2016/6/1 7:08,,价格|包装,价格感知|渠道,[hidden]-便宜|[hidden]-碎,[hidden]|[hidden],正面|负面,便宜|碎,,,,,1464736081124天猫商城|79fab577d948c9c7526933db0e99d89a4cdbb0a03348cbb7f66ccadc2afa416570475526,0,0,英氏 磨牙棒,实体店|便宜|宝宝|总是|地上|摔碎,,英氏|牛奶|磨牙棒|宝宝|婴儿|磨牙棒|婴儿|磨牙|饼干,,1464736081124天猫商城|79fab577d948c9c7526933db0e99d89a4cdbb0a03348cbb7f66ccadc2afa4165,,,,http://detail.tmall.com/item.htm?id=35657818447,,CHEAP,5526,婴儿辅食-英氏-磨牙棒,,,,,,,,,,,,1,英氏旗舰店,天猫商城,,type$|,未打标签,7047,,比实体店便宜很多，就是宝宝总是掉地上会摔碎,英氏牛奶磨牙棒 宝宝婴儿磨牙棒 婴儿磨牙饼干,英氏牛奶磨牙棒 宝宝婴儿磨牙棒 婴儿磨牙饼干,,,,,-1
